Timestamp,QuaternionX,QuaternionY,QuaternionZ,QuaternionW,AttitudePitch,AttitudeRoll,AttitudeYaw,GravitationalAccelerationX,GravitationalAccelerationY,GravitationalAccelerationZ,AccelerationX,AccelerationY,AccelerationZ,RotationX,RotationY,RotationZ
1761644463.4961,-0.2057511994312478,0.06902908880064587,-4.344472389252474e-17,0.9761666390828595,-0.41336689644236374,0.14769921387554755,0.031023163866488585,0.1347678005695343,0.4016949534416199,-0.905802845954895,-0.010878339409828186,-0.0021813809871673584,0.004911899566650391,-0.016122115775942802,-0.019801579415798187,-0.15048064291477203
1761644463.513445,-0.20595658575916212,0.06868959412833757,-0.0010365878261076578,0.976146730049154,-0.413951381556452,0.14653104428936933,0.028697895662243005,0.13367527723312378,0.4022301435470581,-0.905727207660675,-0.011580049991607666,-0.0024183988571166992,0.007091522216796875,-0.01881006918847561,-0.012133730575442314,-0.14221055805683136
1761644463.522975,-0.2063805490384844,0.0680879899586209,-0.002890592912531225,0.9760956093365017,-0.41510708669970886,0.14445501433709187,0.024548135788112737,0.1317276656627655,0.40328797698020935,-0.9055421948432922,-0.012599863111972809,-0.0027485787868499756,0.0002639889717102051,-0.023585308343172073,-0.019932514056563377,-0.12496842443943024
1761644463.554923,-0.20652009002602212,0.06730353074371642,-0.0038101915314338024,0.9761173256545564,-0.41554494070275977,0.14237473951175758,0.022256459075887938,0.12981852889060974,0.40368860960006714,-0.9056393504142761,-0.007769308984279633,-0.0008834898471832275,0.0018140673637390137,-0.025851715356111526,-0.012213548645377159,-0.11574126034975052
1761644463.563383,-0.20665931768842188,0.06651896816195392,-0.004729780404621309,0.9761376505223347,-0.41597843805256884,0.14029297385669562,0.01996335605945737,0.12790843844413757,0.4040851593017578,-0.9057343006134033,-0.002937793731689453,0.0009856820106506348,0.003361940383911133,-0.02811812423169613,-0.004494583234190941,-0.1065140962600708
1761644463.616184,-0.20674071442242856,0.06591967346608864,-0.005561962753064109,0.9761566981838322,-0.41627453664873504,0.13864168953058678,0.017929930741119846,0.12639610469341278,0.4043560028076172,-0.9058257341384888,-0.003005996346473694,0.0012021362781524658,0.003321230411529541,-0.03199780732393265,-0.004401796963065863,-0.09278816729784012
1761644463.6276898,-0.20682189900710363,0.06532032047463208,-0.00639417062066592,0.9761746503244809,-0.4165675537277414,0.1369895376862659,0.01589564864956331,0.12488318234682083,0.40462398529052734,-0.9059159159660339,-0.0030736178159713745,0.0014214813709259033,0.003279268741607666,-0.035877492278814316,-0.0043090106919407845,-0.07906223833560944
1761644463.635325,-0.20690286580745373,0.06472089350949013,-0.007226358927491438,0.976191632369026,-0.41685752518985436,0.13533652861019752,0.013860601821358384,0.12336969375610352,0.40488913655281067,-0.906004786491394,-0.003140673041343689,0.0016435980796813965,0.003236055374145508,-0.039757177233695984,-0.004216224420815706,-0.06533630937337875
1761644463.674465,-0.2072463005373592,0.06476332009044942,-0.007744569274697563,0.9761119671925511,-0.4176289356602007,0.13522052482571606,0.01282759605729684,0.12322244793176651,0.4055943489074707,-0.9057093262672424,-0.0035668164491653442,0.001940697431564331,0.002909839153289795,-0.031956568360328674,0.0002269502729177475,-0.05712779611349106
1761644463.677589,-0.20758966128491185,0.06480573785519067,-0.008262744357029303,0.9760320060866492,-0.4184002890733454,0.13510367317715571,0.011794214387826627,0.12307444214820862,0.40629929304122925,-0.9054135084152222,-0.0039921775460243225,0.0022380948066711426,0.0025832056999206543,-0.024155961349606514,0.004670124966651201,-0.04891928285360336
