AccelerationX,AccelerationY,AccelerationZ,RotationX,RotationY,RotationZ
0.00015520172678340111,0.003871673280686309,-0.0012149087546271969,-0.04457222020049115,-0.015951514315085496,0.0025525158851728517
8.047036572566173e-05,0.00038291449341961353,-7.185357026706558e-05,-0.0354167206999264,-0.0274096703772843,-0.026215923588905503
1.4119154359490635e-05,-0.0029547660391024836,0.0008309878712951727,-0.02671458777748754,-0.03845912661384139,-0.05623856320599834
-3.689537619954783e-05,-0.005772075648135093,0.0013173582677801978,-0.019014545774232856,-0.0492171898199946,-0.08675838096408348
-6.829231488985841e-05,-0.0075056007181586734,0.001343939148225404,-0.013048562725320486,-0.05942139363887081,-0.11436009075976804
-7.812028336032939e-05,-0.007745418518007748,0.000999108570913958,-0.009842309952792533,-0.06725236851235063,-0.13443653623251314
-6.498097009953727e-05,-0.006607419396923596,0.00039053366094925494,-0.0105453319793419,-0.06990580629374064,-0.1440648031905808
-2.7287282245417462e-05,-0.004699315282073325,-0.000466243363085214,-0.015948154229510455,-0.06570137214512883,-0.1439610549124194
3.312189691909977e-05,-0.002669896273386036,-0.001615181885688048,-0.02592010309525005,-0.05570078534779717,-0.1379464561528
0.00010421750712378655,-0.0007984983597864371,-0.0030036755941924564,-0.03915288196874419,-0.04346892612149887,-0.13071443688798962
0.0001618822418442074,0.0010174390159641538,-0.004382240474811208,-0.05351538014346115,-0.03336923944726802,-0.12587817091049375
0.0001804390592872808,0.0029686954018162256,-0.005397351223789089,-0.06687991637765826,-0.028674662760152805,-0.12530042345723016
0.0001517055423397192,0.005038406442867595,-0.005814473374599927,-0.07775685470018096,-0.030454953144510827,-0.12916352834891076
9.632416638573319e-05,0.006885480411473164,-0.005670077817255941,-0.08517711497363706,-0.03754372144708848,-0.1360190573932969
5.254027880550925e-05,0.007933802766788284,-0.00522059761343184,-0.08811097093870209,-0.047476731073709984,-0.14305190677580173
4.577748107362453e-05,0.0076421576402188884,-0.004747825193209967,-0.08535778786004791,-0.05790864102820194,-0.14720224019012054
6.325277758936208e-05,0.005869168544175521,-0.004395048597851245,-0.0763800621837489,-0.0676197862115152,-0.14680778714761444
6.035983468025978e-05,0.003125112341442426,-0.00415082608712698,-0.06237808727679392,-0.0764414318766654,-0.14248941729298586
3.8240337014820735e-07,0.000466215777458278,-0.003948812985094652,-0.04634865402937243,-0.08440373827248175,-0.13655954154798017
-0.00010607020016730163,-0.0010064425460979687,-0.003764789384517073,-0.031716558632121174,-0.09112469439643898,-0.1316098774935934
-0.00020357516732392105,-0.0007392991529922854,-0.003632495539688461,-0.020590710964714733,-0.09603302637555423,-0.129457649695626
-0.0002398289197051765,0.001028207489989384,-0.0035972171967558423,-0.013148250417000453,-0.09900699900705595,-0.13091794518587466
-0.00021224414475704174,0.0035372371828554187,-0.003672233850397814,-0.008501741107834023,-0.10062243614778954,-0.1360433115219356
-0.00016516697167734905,0.0060394861075836895,-0.003831592935888471,-0.005920422491076757,-0.10176874828236965,-0.1445126404763274
-0.00014447560333495505,0.00813897838345531,-0.004022159509339899,-0.005089172571502244,-0.10313842991541768,-0.15636507540331232
-0.00016039291748541312,0.009735807840304474,-0.004169389754633547,-0.0053193154741676745,-0.10515439990886369,-0.17308924439682033
-0.0001911621812490755,0.010755387417737065,-0.004180905054077139,-0.004865444397864618,-0.10826527325818662,-0.1980641889993787
-0.00021172281335259523,0.010993773814449768,-0.003967290633976258,-0.0014011572789653347,-0.11302316342498775,-0.23497866158247685
-0.00021329253748145042,0.010196581702204527,-0.0034754473694859206,0.006596118112325821,-0.11960618716174934,-0.2843403272820427
-0.0002007546404268575,0.008210147078538831,-0.0027034996839266343,0.018837339062307886,-0.12717449449151663,-0.3405169544313508
-0.00017993496786167294,0.005023593090116045,-0.0016814764160471823,0.03352158561413098,-0.13380477402147117,-0.3923521701692373
-0.00015149791552061942,0.0007283305773334052,-0.0004443931938824106,0.048585998424190396,-0.13728530475869127,-0.42790581587536985
-0.00011627792854302224,-0.004447438605328452,0.0009618731923507113,0.06272942586868725,-0.1362166461441708,-0.4401609599935968
-8.403441439654124e-05,-0.010002940386699959,0.002442183967864443,0.07545473554987941,-0.13053513447908013,-0.4293792793211042
-7.487220980005658e-05,-0.015126018372515463,0.003833223829979136,0.08645534216646611,-0.1211073819662404,-0.4007065310377937
-0.00011079382903847282,-0.018937141042708733,0.004950202166404366,0.09519717023612205,-0.10885485515334263,-0.3598194253154865
-0.0002054399252809765,-0.02090223540380793,0.005676121168647453,0.10105599720788996,-0.094149431864956,-0.3106677705813101
-0.0003618524702973036,-0.021062517547478034,0.006015705639298047,0.10362696649241289,-0.07682112508902379,-0.25661604268229826
-0.0005785263063317838,-0.01987032514868732,0.006064018654594291,0.10276792433716228,-0.05657510588737232,-0.2025382417674185
-0.0008533986885077346,-0.017806163807728842,0.005922993135226994,0.09851529926193185,-0.033462005012543865,-0.15461022015644182
-0.0011767838270678784,-0.015156319646397005,0.005647058354294629,0.09134296731927719,-0.008233704259610931,-0.1173965559903208
-0.001518325432283034,-0.012124688546493843,0.0052608634205094495,0.08276548373527594,0.017497173682419292,-0.09106018637154428
-0.0018247034834561215,-0.00906473540353316,0.004810757039249811,0.07553439564534337,0.04148777523574058,-0.07160499819046033
-0.0020379806984671687,-0.00648843929790691,0.004377482975939337,0.07270385219989345,0.061570842815992434,-0.05407865789568534
-0.0021230013266950723,-0.004783928828101382,0.004026570961873692,0.07589885309850762,0.07644789264370326,-0.03586954078587801
-0.002080137408253354,-0.00392294249629161,0.003746328974572775,0.08413383789642062,0.08592154858954253,-0.017430469266990833
