Timestamp,AccelerationX,AccelerationY,AccelerationZ,RotationX,RotationY,RotationZ
1761643104.7650728,0.0093717056619025,-0.0067063979904341,0.0072874396755076,0.0082081428430499,0.0263398998350916,0.0386197154928939
1761643104.7816548,0.1671004162458428,-0.1640109016662266,0.189548080714552,0.0073676614692375,0.0708815876825112,0.1066077666851965
1761643104.794919,0.2968564318083459,-0.2899770054337313,0.3389038928240588,0.0067776295310679,0.1133724324646734,0.1754388166246796
1761643104.802302,0.3811480713695556,-0.3656422043668819,0.4353226135284506,0.0064693615674498,0.1506073429074148,0.2432439530345975
1761643104.8276172,0.4181252533092161,-0.390233211354778,0.4774886193442888,0.0063264756221989,0.1779936246885862,0.3043218715473938
1761643104.856611,0.419406112209431,-0.3781608243493696,0.4794481058306367,0.0063675318663968,0.190733189569618,0.350397562896101
1761643104.865086,0.4027506295883444,-0.3500952513943533,0.4614311773685884,0.0071536619685395,0.1855544009129478,0.3734170002898577
1761643104.8877811,0.3840155907621931,-0.3234784476068042,0.4405487776770132,0.0099298608558198,0.1619526138700901,0.3685706876326239
1761643104.918772,0.3721909503160811,-0.3068804374061776,0.4256074748536748,0.0161440868531486,0.1224360215153452,0.3364354532223921
1761643104.927497,0.3688081065211673,-0.2997209705961327,0.4170801701531685,0.0264510340647481,0.0719814707333292,0.2835395443021648
1761643104.998678,0.3705211120840702,-0.2960362208492292,0.4105979207599443,0.0398782225392109,0.0171159105588798,0.2211057188555292
1761643105.013969,0.3725747965808335,-0.2895000303512569,0.4013041043710318,0.0539441143679624,-0.0352645300455672,0.1622836344739832
1761643105.022081,0.3713294653060442,-0.2771101056910706,0.3868864259971674,0.0659242900965644,-0.0794444972574027,0.1186828460052054
1761643105.023917,0.3652007126607959,-0.2602595755491705,0.368325443711526,0.0745580007795115,-0.1125990786354733,0.0971619324162189
1761643105.02584,0.3543686204070017,-0.2434122685375902,0.3486631985930308,0.0810118322338309,-0.1358808826919052,0.0976755983961695
1761643105.065545,0.3399791092887483,-0.2315609336536946,0.3309329858414693,0.0883075010849162,-0.1539934330182095,0.1128487562164874
1761643105.074908,0.3234124973997771,-0.2278385608212839,0.3165472892047364,0.0994373086788516,-0.1730952312602341,0.1298133536738159
1761643105.097804,0.305867042118957,-0.2322568323656172,0.3049242450506243,0.1152963104534194,-0.1979911518223026,0.1342937332466801
1761643105.106291,0.2882454553639617,-0.2418970223700246,0.2942797362669834,0.1336957814686656,-0.2300882484187264,0.1158117174326274
1761643105.1301432,0.2712096471483287,-0.2522604268091168,0.2828601829678175,0.1500369496859075,-0.2670576587476376,0.0718047848513662
1761643105.137199,0.2552553431660223,-0.2590736531217061,0.2698258773996962,0.1592682482107924,-0.3040981704240568,0.0084322911682896
1761643105.165617,0.2407125680090858,-0.2597419859804272,0.2554377429264428,0.1581365871011296,-0.336010518032671,-0.0626217716034646
1761643105.194367,0.2276664634693699,-0.2538880232441772,0.2407006424711394,0.1466978718301649,-0.3592376324388462,-0.1297397933365586
1761643105.224954,0.2158755822162092,-0.2429010911655139,0.2268079606805121,0.1284589555637873,-0.3732649918807239,-0.1863148723882882
1761643105.257412,0.2047947072493351,-0.2288973920368761,0.214637836390537,0.1091570502382957,-0.380979692147598,-0.2325030457993581
1761643105.267365,0.1937570921840986,-0.2136908800382159,0.2044097666265315,0.0947632614921944,-0.3877765645971014,-0.2732257871498251
1761643105.269565,0.182255687454333,-0.198230247935841,0.1955547632657306,0.0895417728099345,-0.3995443081757188,-0.3139725686551237
