AccelerationX,AccelerationY,AccelerationZ,RotationX,RotationY,RotationZ
-0.0019036307057978832,-0.0025545870066769234,0.002031692170217233,-0.020141407444513947,-0.018840847548245034,-0.01015462627073551
0.07270370605755358,-0.028114793072455777,0.004633217346783119,-0.02308707524695822,-0.029971736128966864,-0.020805937671071056
0.1340929430236326,-0.04667933659276687,0.0055277575123764125,-0.023020030244025866,-0.03444204403380527,-0.025372232795837443
0.17337459389510143,-0.054882153886130325,0.004034140509188466,-0.01740266723253787,-0.027386961724436772,-0.019325704553026266
0.18920210715622657,-0.05453588880191146,0.0008752567491981552,-0.005007942197830085,-0.007443438354359367,-0.0014997981402345196
0.18773389583988814,-0.0508961692803421,-0.002323450653506397,0.013210555657087151,0.022267848253536553,0.02480317978681355
0.17848180505358155,-0.04883541392009841,-0.004015565604863391,0.03418331113752441,0.05504012458436464,0.05296891874185416
0.1688820871378046,-0.05003194595222184,-0.0035093879320708455,0.05420009586107843,0.08371565882069042,0.07646321543660702
0.1615994745273658,-0.05315959030794828,-0.0010990680199892615,0.07057180355410414,0.10419369388524631,0.09225672923960386
0.1557431919315463,-0.05612379245776731,0.0023750246628940416,0.08173103847694997,0.11649234665252617,0.1017662501712047
0.1498272285366251,-0.05796486366450516,0.006126514085067331,0.08595025603527802,0.12269482453423793,0.10883706428446786
0.1436520213508721,-0.059100734735014315,0.009782431527114296,0.08083636067966843,0.12411992515889123,0.11659361969453917
0.13807321525447333,-0.06036936278628484,0.01334429232267329,0.06496673317144569,0.12045479917760535,0.12541689994173913
0.13366202645713604,-0.06209673849837704,0.016885709838126938,0.04027554391622525,0.11115303298558611,0.1329798343253327
0.1298774178083456,-0.06392459972693953,0.020285923644992005,0.012408106025785537,0.09704686595018651,0.1357968567781134
0.12547277047786126,-0.06524877417641511,0.023218523378716542,-0.012026077985330497,0.08030145536127395,0.13117578752980105
0.11956353796987726,-0.06569244468926277,0.025355316957463427,-0.029278294287404017,0.06298438905013191,0.11863255430565169
0.1122859266949612,-0.06523060797162746,0.02655539477784818,-0.04014850259484536,0.045968874597642956,0.10017371056609903
0.10454677753740951,-0.0640083718071146,0.026870236914620628,-0.048287123081945764,0.02915999159026828,0.07927759933825959
0.09724958222614379,-0.06213186313256105,0.02641287525092508,-0.056867483065308054,0.012436569501751253,0.05912649332868449
0.09071851810941425,-0.059626669156404286,0.025264022957789803,-0.06646892643682781,-0.0037919032241383903,0.04131051780992053
0.08468805614557176,-0.05652512896901204,0.02350146551347917,-0.07548901025074392,-0.01874601874052645,0.025958150847827457
0.07866987751102289,-0.05291938434897369,0.021270167836136274,-0.0820709438833527,-0.03169994102578135,0.012953668421710073
0.07226867045577334,-0.04891163283678338,0.01877586975380118,-0.08554525432062159,-0.04219141796160652,0.002860817050960248
0.06522165709933063,-0.04456831956043198,0.016213132395433164,-0.0863069722786082,-0.04998266535401191,-0.0034172306564527423
0.05730730352573753,-0.039999173987583535,0.01373359716390623,-0.08467077707197732,-0.05497721779963241,-0.005780772012878605
0.04840718692092583,-0.035484461488821034,0.011486935395125733,-0.0800609607916316,-0.05715220091640106,-0.005516615002815545
0.038762519193059515,-0.031412395328676124,0.00964576875810236,-0.07143541461220727,-0.056400000716899726,-0.004524406028784966
0.029128731589134163,-0.0279350448328425,0.008338809545549762,-0.058653869884364634,-0.05230587579052172,-0.0038170287210240617
0.020539003616264852,-0.02463032490092394,0.007546453704191009,-0.04349338408691073,-0.0441397999681894,-0.002722321973930081
0.01377443818513379,-0.020631142219257596,0.007086299491016765,-0.02905335821007138,-0.03130596073916418,0.000419981596701187
0.00893856635424408,-0.015306214087798132,0.006732362127063169,-0.01764192542250284,-0.01408592492354374,0.006643218509579484
0.005411064530162636,-0.008928022505661609,0.006359780436224424,-0.008892299725681545,0.005897272066732186,0.015198371866380848
