AccelerationX,AccelerationY,AccelerationZ,RotationX,RotationY,RotationZ
0.0003455513523477659,-0.002233383909118742,-4.863548864562223e-05,-0.003964326347333226,0.0071109613541484405,-0.02777352102048245
-0.25053718047880613,-0.1447449511296731,0.2610042192950402,-0.0007786399753606249,0.035737955157952,-0.029067881856985087
-0.4549995278824911,-0.24332548383377076,0.4452578597284895,-0.0010149314136375794,0.06679142065686165,-0.034047798385099616
-0.5898418632296514,-0.2810330388288544,0.5224129817251837,-0.0060652419928957195,0.1001151587821057,-0.04445737096575418
-0.6594360112273655,-0.272915753593287,0.5170633237943294,-0.014705977886106366,0.13215151374137504,-0.05948819706300612
-0.6828023081065009,-0.24866736890149305,0.478918868544717,-0.02392500626172905,0.15743562813110457,-0.07659721568919428
-0.6790918088558043,-0.23097088338902336,0.4463609157844446,-0.03022182519648608,0.17140814766960674,-0.09273018593310758
-0.6615885162404301,-0.22587692114422528,0.43077090987164035,-0.030912397101392552,0.17269752571522964,-0.10530103103952948
-0.6385414858001914,-0.22730659533040887,0.42411100408793967,-0.025556148113068663,0.16329297690701994,-0.11271325593669605
-0.6152665887521848,-0.22710183621256816,0.41495903274477347,-0.017162925150136975,0.14650094682442955,-0.11426874081531146
-0.5949564758416556,-0.22173971720689006,0.39887200719618804,-0.01192957214480058,0.12441306494984422,-0.10959131868167621
-0.578639719591168,-0.21281311307900497,0.3790729649692377,-0.016454074469433463,0.09715508572221308,-0.09829354596970015
-0.5653029879287866,-0.20377824510694537,0.3615000519991495,-0.033236347028005216,0.06465854803358126,-0.08065606988471044
-0.5525988111353121,-0.19684238158277756,0.3498831640665739,-0.05738501019248869,0.02939497786494427,-0.05899488625671093
-0.5380217003529697,-0.19204628131140333,0.3439468651558047,-0.07759413450586715,-0.002467158761029558,-0.038119361758764195
-0.5201225083642268,-0.18819054661831042,0.3406611400611395,-0.08185078952786565,-0.02287779764357075,-0.02359044482215971
-0.49917475813825746,-0.18413014024414945,0.3366536563561631,-0.06472013055588893,-0.025843787128087752,-0.018574444608176723
-0.47689643743778215,-0.17936086466290016,0.3298816042360256,-0.03141194052410323,-0.011048519980806162,-0.021812164564087112
-0.45541034577955364,-0.17384678215881974,0.3198635492903851,0.004316876993849447,0.015197911799204556,-0.028546429619339484
-0.4361341612607757,-0.1676559872668588,0.3070338365087709,0.02736514291366105,0.042490260495153,-0.03373830174785179
